id,db_id,question,gold_sql,reason,revised
1718,warehouse_1,What are the locations of warehouses in which boxes that contain Rocks and Scissors are kept?,SELECT T2.location FROM boxes AS T1 JOIN warehouses AS T2 ON T1.warehouse = T2.code WHERE T1.contents = 'Rocks' INTERSECT SELECT T2.location FROM boxes AS T1 JOIN warehouses AS T2 ON T1.warehouse = T2.code WHERE T1.contents = 'Scissors',"The query intersects on location, not on the individual warehouse code. If two different warehouses share the same location string—one holding only Rocks, the other only Scissors—the location will appear in both sub-queries and thus in the INTERSECT result even though no single warehouse actually contains both kinds of boxes. Hence the query can return false positives. Because the schema does not guarantee uniqueness of Location, the logic is unsafe.   The English question itself is also somewhat ambiguous: it could mean warehouses that hold at least one box of Rocks and at least one box of Scissors, or warehouses that hold a single box whose contents include both items. With the given schema (one content value per box) the first interpretation is most plausible, but the wording allows both.",SELECT DISTINCT w.Location  FROM Warehouses AS w  WHERE w.Code IN (   SELECT b.Warehouse FROM Boxes b WHERE b.Contents = 'Rocks'   INTERSECT   SELECT b.Warehouse FROM Boxes b WHERE b.Contents = 'Scissors'  );
1727,warehouse_1,Find the code of all boxes whose value is higher than the value of any boxes with Rocks as content.,SELECT code FROM boxes WHERE value > (SELECT min(value) FROM boxes WHERE CONTENTS = 'Rocks'),"The query returns all boxes whose value is greater than the MIN value of the boxes that contain Rocks. In other words, it finds boxes that are more expensive than at least one rock-box. The natural reading of the question, however, is “higher than every rock box”, i.e. a value strictly greater than the maximum value among rock boxes ( > ALL). Therefore the correct comparison should be against MAX(value) (or use > ALL sub-query). Because of the English phrase “any boxes”, the requirement itself can be interpreted in two ways ( > MAX or > MIN ), so the question is ambiguous, but under the most common interpretation (> MAX) the annotated SQL is incorrect.",SELECT code  FROM Boxes  WHERE value > (SELECT MAX(value) FROM Boxes WHERE Contents = 'Rocks');
1728,warehouse_1,What are the codes of boxes for which the value is greater than the value of any box that contains Rocks?,SELECT code FROM boxes WHERE value > (SELECT min(value) FROM boxes WHERE CONTENTS = 'Rocks'),"The question asks for boxes whose value exceeds the value of any (i.e., every) box containing Rocks. To satisfy this, a box’s value must be larger than the maximum value among all Rock boxes (equivalent to the > ALL predicate). The submitted query instead compares each box’s value with the MIN value of Rock boxes, returning boxes that are merely greater than at least one Rock box. If there are Rock boxes with differing values, the query will wrongly include boxes whose value is not greater than the highest-valued Rock box, so it does not reliably answer the question. Additionally, the wording “any” can be interpreted as “at least one,” creating ambiguity in the requirement.",SELECT code  FROM Boxes  WHERE value > (SELECT MAX(value) FROM Boxes WHERE Contents = 'Rocks');
1731,warehouse_1,Find the total value of boxes stored in the warehouse with the largest capacity.,SELECT sum(T1.value) FROM boxes AS T1 JOIN warehouses AS T2 ON T1.warehouse = T2.code ORDER BY T2.capacity DESC LIMIT 1,"The annotated query aggregates all joined rows first (SUM over every box) and therefore always returns a single row. Because the aggregation happens before ORDER BY, the later ORDER BY T2.capacity has no effect—SQLite will still output the single aggregated row. LIMIT 1 likewise does not filter anything. Hence the result is the sum of values of boxes in ALL warehouses, not just the warehouse with the largest capacity, so the query does not answer the question.    A correct approach is:  1. Determine the warehouse(s) whose capacity equals the maximum capacity.  2. Sum the Value of boxes whose Warehouse code matches those warehouse(s).",SELECT SUM(b.Value) FROM Boxes AS b WHERE b.Warehouse IN ( SELECT w.Code FROM Warehouses AS w WHERE w.Capacity = (SELECT MAX(Capacity) FROM Warehouses) );
1732,warehouse_1,What is the total value of boxes kept in the warehouse with the greatest capacity?,SELECT sum(T1.value) FROM boxes AS T1 JOIN warehouses AS T2 ON T1.warehouse = T2.code ORDER BY T2.capacity DESC LIMIT 1,"The annotated query calculates SUM(Value) over every row from Boxes joined to Warehouses, because no filter or grouping is applied before the aggregation. Therefore it returns the total value of all boxes, not just those stored in the warehouse(s) having the greatest Capacity. The ORDER BY T2.capacity DESC LIMIT 1 is evaluated after aggregation (there is only one output row) so it does not restrict the rows contributing to the SUM; in SQLite it is effectively ignored. It also fails to handle ties for the maximum capacity. Hence the query does not answer the question, while the question itself is clear and has a single interpretation.",SELECT SUM(b.Value)  FROM Boxes AS b  WHERE b.Warehouse IN (   SELECT Code   FROM Warehouses   WHERE Capacity = (SELECT MAX(Capacity) FROM Warehouses)  );
1745,warehouse_1,Find the number of different locations where Rocks are stored.,SELECT count(DISTINCT LOCATION) FROM boxes AS T1 JOIN warehouses AS T2 ON T1.warehouse = T2.code WHERE T1.contents = 'Rocks',"The question asks for the number of distinct warehouses where at least one box contains “Rocks”. Warehouses are uniquely identified by the column Code, which is stored in Boxes.Warehouse. The annotated query instead counts distinct Location values taken from the Warehouses table. Different warehouses can share the same location, so counting locations can under-estimate the true number of warehouses. Therefore the annotated query does not always return the correct answer. A join to Warehouses is unnecessary; the information is already in Boxes.",SELECT COUNT(DISTINCT Warehouse)  FROM Boxes  WHERE Contents = 'Rocks';
1746,warehouse_1,In how many different warehouses are Rocks stored within boxes?,SELECT count(DISTINCT LOCATION) FROM boxes AS T1 JOIN warehouses AS T2 ON T1.warehouse = T2.code WHERE T1.contents = 'Rocks',"The question asks for the number of distinct warehouses where at least one box contains “Rocks”. Warehouses are uniquely identified by the column Code, which is stored in Boxes.Warehouse. The annotated query instead counts distinct Location values taken from the Warehouses table. Different warehouses can share the same location, so counting locations can under-estimate the true number of warehouses. Therefore the annotated query does not always return the correct answer. A join to Warehouses is unnecessary; the information is already in Boxes.",SELECT COUNT(DISTINCT Warehouse)  FROM Boxes  WHERE Contents = 'Rocks';
1783,university_rank,What is the name of the university that has most number of majors with rank 1?,SELECT T2.university_name FROM Major_Ranking AS T1 JOIN University AS T2 ON T1.university_id = T2.university_id WHERE T1.rank = 1 GROUP BY T2.university_name ORDER BY count(*) DESC LIMIT 1,"The query counts majors with rank 1 per university, orders by that count descending, and limits to 1. If there is a unique university with the highest count, the query is fine, but in the given data three universities each have the same maximum count (1). By using LIMIT 1 the query arbitrarily drops the other equally-qualified universities, so it does not always return the full correct answer set. Therefore it is logically incorrect. The question itself is ambiguous because it uses the singular ""the university"" while ties are possible; the required behaviour in case of ties is not specified.","WITH cnt AS (   SELECT U.University_Name, COUNT(*) AS c   FROM major_ranking MR   JOIN university U ON MR.University_ID = U.University_ID   WHERE MR.Rank = 1   GROUP BY U.University_ID  )  SELECT University_Name  FROM cnt  WHERE c = (SELECT MAX(c) FROM cnt);"
1784,university_rank,What is the name of the university with the most majors ranked number 1?,SELECT T2.university_name FROM Major_Ranking AS T1 JOIN University AS T2 ON T1.university_id = T2.university_id WHERE T1.rank = 1 GROUP BY T2.university_name ORDER BY count(*) DESC LIMIT 1,"The query counts how many majors each university has with rank = 1, sorts by that count descending and keeps only the first row (LIMIT 1). In the current data three universities each have exactly one #1-ranked major, so there is a tie for the maximum. Because the query arbitrarily drops the other tied universities it does not deterministically answer the question. Therefore it is logically incomplete/incorrect. The question itself is ambiguous because it asks for a single university even though several share the maximum.",SELECT U.University_Name  FROM major_ranking MR  JOIN university U ON MR.University_ID = U.University_ID  WHERE MR.Rank = 1  GROUP BY U.University_ID  HAVING COUNT(*) = (   SELECT MAX(cnt)   FROM (   SELECT COUNT(*) AS cnt   FROM major_ranking   WHERE Rank = 1   GROUP BY University_ID   )  );
1803,movie_2,Find the titles of movies that don’t have any rating.,SELECT title FROM movies WHERE rating = 'null',"The annotated query tests rating = 'null', which compares the column to the literal string “null”. SQL NULL values must be checked with the predicate IS NULL; comparisons with = never match NULLs. Therefore rows where rating is actually NULL (the situation the question asks about) will not be returned, so the query is incorrect. The question itself is clear and unambiguous— it asks for movies that have no rating recorded.",SELECT Title  FROM Movies  WHERE Rating IS NULL;
1804,movie_2,What are the names of movies that do not have any ratings?,SELECT title FROM movies WHERE rating = 'null',"The question asks for movie names whose rating value is missing (NULL). In the schema, unrated movies have Rating = NULL. The annotated query uses rating = 'null', which compares the column to the literal string 'null'. Since actual NULLs never equal any value, this condition is always false and the query returns an empty set, thus failing to answer the question.",SELECT Title FROM Movies WHERE Rating IS NULL;
1821,movie_2,Find the name of the cinemas that are playing movies with either rating ‘G’ or rating ‘PG’.,SELECT title FROM movies WHERE rating = 'G' OR rating = 'PG',"Cinema names are stored in MovieTheaters.Name. To know which cinemas show a given rating we must join MovieTheaters to Movies via MovieTheaters.Movie = Movies.Code, then filter ratings to ('G','PG'). The annotated query omits the join and selects Movies.Title instead of MovieTheaters.Name. Consequently it fails to answer the question.","SELECT DISTINCT MovieTheaters.Name  FROM MovieTheaters  JOIN Movies ON MovieTheaters.Movie = Movies.Code  WHERE Movies.Rating IN ('G', 'PG');"
1822,movie_2,What are the names of the movie theaters that are playing 'G' or 'PG' rated movies?,SELECT title FROM movies WHERE rating = 'G' OR rating = 'PG',"The schema indicates that MovieTheaters.Movie stores a FK to Movies.Code. To obtain theater names we must join MovieTheaters with Movies on these keys and filter by Ratings 'G' or 'PG'. The annotated query only filters Movies and returns title, therefore it is logically incorrect.","SELECT DISTINCT mt.Name  FROM MovieTheaters AS mt  JOIN Movies AS m   ON mt.Movie = m.Code  WHERE m.Rating IN ('G', 'PG');"
